Player,Team,Position,GW,FPTS,Started,Opponent,Home,FP/G,LiveRkOv,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,ROS %,GP,MIN,Ghost Points,Negative Fpts
Odsonne Edouard,CRY,F,5,18.0,1.0,AVL,False,18.0,25,1,2,0,1,2,2,0,0,0,1,1,0,0,2,0,0,0,1,0,80%,1,88,9.0,-1.0
Fabian Schar,NEW,D,5,16.0,1.0,BRF,True,16.0,127,0,0,0,0,1,0,0,0,0,1,4,0,2,5,0,0,0,0,1,93%,1,90,10.0,0.0
Danny Welbeck,BHA,F,5,16.0,1.0,MUN,False,16.0,186,1,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,37%,1,63,7.0,0.0
Tariq Lamptey,BHA,D,5,16.0,1.0,MUN,False,16.0,261,0,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,15%,1,76,2.0,-4.0
Willian,FUL,F,5,15.5,1.0,LUT,True,15.5,204,0,3,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,54%,1,88,9.5,-0.5
Simon Adingra,BHA,F,5,15.5,1.0,MUN,False,15.5,111,0,1,1,0,2,0,0,0,2,2,1,1,0,1,0,0,0,1,0,36%,1,84,9.5,0.0
Lewis Cook,BOU,M,5,15.5,1.0,CHE,True,15.5,149,0,1,0,1,3,0,0,0,0,5,2,2,0,1,0,0,0,0,1,2%,1,90,14.5,0.0
Ben White,ARS,D,5,15.25,1.0,EVE,False,15.25,27,0,1,0,1,1,0,0,0,2,0,1,1,0,1,0,0,0,0,1,98%,1,90,9.25,0.0
James Maddison,TOT,M,5,14.5,1.0,SHU,True,14.5,4,0,4,0,2,2,1,1,0,0,0,0,3,0,0,0,0,0,1,0,100%,1,90,14.5,-2.5
Dan Burn,NEW,D,5,14.5,1.0,BRF,True,14.5,62,0,1,0,0,1,1,0,0,0,3,4,0,0,2,0,0,0,0,1,95%,1,90,8.5,-0.5
Pascal Gross,BHA,M,5,14.0,1.0,MUN,False,14.0,24,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100%,1,90,5.0,0.0
Timothy Castagne,FUL,D,5,14.0,1.0,LUT,True,14.0,180,0,1,0,0,3,1,1,0,1,2,2,1,1,0,0,0,0,0,1,42%,1,90,8.0,-2.5
Zeki Amdouni,BUR,F,5,14.0,1.0,NOT,False,14.0,139,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35%,1,63,5.0,0.0
Lloyd Kelly,BOU,D,5,14.0,1.0,CHE,True,14.0,243,0,1,0,0,1,0,0,0,0,1,4,0,1,2,0,0,0,0,1,1%,1,90,8.0,0.0
Rodri,MCI,M,5,13.5,1.0,WHU,False,13.5,54,0,4,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,99%,1,90,13.5,-2.0
Issa Kabore,LUT,D,5,13.5,1.0,FUL,False,13.5,197,0,3,0,0,0,0,0,0,4,1,2,1,1,2,0,0,0,1,0,39%,1,90,13.5,-2.0
Vladimir Coufal,WHU,D,5,13.25,1.0,MCI,True,13.25,32,0,1,1,0,4,0,0,0,1,2,1,0,1,2,0,0,0,3,0,74%,1,86,6.25,-6.0
Sven Botman,NEW,D,5,13.0,1.0,BRF,True,13.0,68,0,1,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,1,97%,1,90,7.0,0.0
Leon Bailey,AVL,F,5,13.0,0.0,CRY,True,13.0,117,1,0,0,1,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,56%,1,32,4.0,-2.5
Ryan Christie,BOU,M,5,13.0,1.0,CHE,True,13.0,76,0,3,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,1,34%,1,88,12.0,0.0
Kenny Tete,FUL,D,5,12.75,1.0,LUT,True,12.75,208,0,0,0,0,0,1,0,0,3,2,1,1,0,1,0,0,0,0,1,69%,1,90,6.75,-0.5
Ollie Watkins,AVL,F,5,12.5,1.0,CRY,True,12.5,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,100%,1,88,6.5,0.0
Mathias Jensen,BRF,M,5,12.5,1.0,NEW,False,12.5,21,0,3,0,0,2,1,0,0,1,3,1,0,1,0,0,0,0,1,0,97%,1,90,12.5,-0.5
Manor Solomon,TOT,F,5,12.5,1.0,SHU,True,12.5,81,0,4,0,1,0,1,1,0,1,0,0,4,0,0,0,0,0,1,0,62%,1,79,12.5,-2.5
Jhon Duran,AVL,F,5,12.5,0.0,CRY,True,12.5,187,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5%,1,18,3.5,-2.0
Levi Colwill,CHE,D,5,12.25,1.0,BOU,False,12.25,114,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,89%,1,79,6.25,0.0
Max Aarons,BOU,D,5,12.25,1.0,CHE,True,12.25,292,0,1,0,0,1,3,0,0,1,3,3,0,0,0,0,0,0,0,1,7%,1,90,6.25,-1.5
Bukayo Saka,ARS,M,5,12.0,1.0,EVE,False,12.0,1,0,1,1,0,1,2,0,0,1,0,2,2,0,0,0,0,0,0,1,100%,1,90,5.0,-1.0
Morgan Gibbs-White,NOT,M,5,12.0,1.0,BUR,True,12.0,46,0,2,0,1,1,0,0,0,0,0,0,4,0,2,0,0,0,1,0,99%,1,90,12.0,0.0
Taiwo Awoniyi,NOT,F,5,12.0,1.0,BUR,True,12.0,31,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,95%,1,87,6.0,0.0
Cody Gakpo,LIV,F,5,11.5,1.0,WOL,False,11.5,102,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,95%,1,55,2.5,-0.5
Joao Gomes,WOL,M,5,11.5,1.0,LIV,True,11.5,151,0,2,0,0,5,1,0,0,0,2,2,1,0,0,0,0,0,3,0,10%,1,90,11.5,-0.5
Yoane Wissa,BRF,F,5,11.0,1.0,NEW,False,11.0,37,0,1,0,1,1,2,1,0,1,0,0,4,1,6,0,0,0,1,0,93%,1,90,11.0,-3.0
Cheick Doucoure,CRY,M,5,11.0,1.0,AVL,False,11.0,101,0,1,0,0,2,0,0,0,0,4,1,3,0,0,0,0,0,2,0,33%,1,88,11.0,0.0
Hwang Hee-Chan,WOL,F,5,11.0,1.0,LIV,True,11.0,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28%,1,59,2.0,0.0
Jacob Brown,LUT,F,5,11.0,1.0,FUL,False,11.0,205,0,2,0,0,3,2,0,0,1,2,1,1,0,2,0,0,0,1,0,12%,1,73,11.0,-1.0
Hannibal Mejbri,MUN,M,5,11.0,0.0,BHA,True,11.0,230,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11%,1,25,2.0,-2.0
Tim Ream,FUL,D,5,10.75,1.0,LUT,True,10.75,168,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,1,29%,1,90,4.75,0.0
Martin Odegaard,ARS,M,5,10.5,1.0,EVE,False,10.5,18,0,3,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,100%,1,90,9.5,-1.5
Moussa Diaby,AVL,F,5,10.5,1.0,CRY,True,10.5,20,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,97%,1,90,4.5,-0.5
Anthony Gordon,NEW,M,5,10.5,1.0,BRF,True,10.5,16,0,0,1,0,2,3,1,0,1,0,1,2,0,0,0,1,0,0,1,96%,1,90,3.5,-3.5
Malo Gusto,CHE,D,5,10.5,1.0,BOU,False,10.5,124,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,55%,1,90,4.5,0.0
Carlos Vinicius,FUL,F,5,10.5,0.0,LUT,True,10.5,289,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9%,1,27,1.5,-0.5
Marcus Rashford,MUN,F,5,10.0,1.0,BHA,True,10.0,41,0,1,0,2,0,2,0,0,0,0,0,5,0,0,0,0,0,3,0,100%,1,90,10.0,-1.0
Yves Bissouma,TOT,M,5,10.0,1.0,SHU,True,10.0,74,0,3,0,1,1,5,1,0,0,1,0,4,0,1,0,0,0,1,0,81%,1,90,10.0,-4.5
Jack Robinson,SHU,D,5,9.75,1.0,TOT,False,9.75,288,0,1,1,0,1,0,1,0,0,0,3,1,3,1,0,0,0,2,0,2%,1,90,2.75,-6.0
William Saliba,ARS,D,5,9.5,1.0,EVE,False,9.5,98,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,98%,1,90,3.5,0.0
Oleksandr Zinchenko,ARS,D,5,9.5,1.0,EVE,False,9.5,158,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,95%,1,79,3.5,-0.5
Marcus Tavernier,BOU,M,5,9.5,1.0,CHE,True,9.5,162,0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,54%,1,72,8.5,0.0
Scott McKenna,NOT,D,5,9.25,1.0,BUR,True,9.25,138,0,1,0,0,0,0,0,0,0,1,5,0,1,6,0,0,0,1,0,13%,1,90,9.25,-2.0
Jayden Bogle,SHU,D,5,9.25,1.0,TOT,False,9.25,234,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,6%,1,85,3.25,-0.5
Declan Rice,ARS,M,5,9.0,1.0,EVE,False,9.0,67,0,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,1,98%,1,90,8.0,0.0
Callum Wilson,NEW,F,5,9.0,1.0,BRF,True,9.0,61,1,0,0,1,0,7,1,0,0,0,1,3,0,1,0,0,0,0,1,97%,1,90,0.0,-5.5
Abdoulaye Doucoure,EVE,M,5,9.0,1.0,ARS,True,9.0,23,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,91%,1,79,9.0,0.0
Andreas Pereira,FUL,M,5,9.0,1.0,LUT,True,9.0,132,0,4,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,1,89%,1,80,8.0,-1.5
Axel Disasi,CHE,D,5,9.0,1.0,BOU,False,9.0,94,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,1,79%,1,90,3.0,-2.0
Eberechi Eze,CRY,M,5,8.5,1.0,AVL,False,8.5,12,0,0,0,2,1,4,1,0,0,0,0,7,0,1,0,0,0,3,0,100%,1,90,8.5,-4.0
Marvelous Nakamba,LUT,M,5,8.5,1.0,FUL,False,8.5,122,0,0,0,0,5,0,0,0,0,1,1,0,2,1,0,0,0,1,0,29%,1,90,8.5,0.0
Milos Kerkez,BOU,D,5,8.5,1.0,CHE,True,8.5,247,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,1,27%,1,72,2.5,-2.0
Ibrahim Sangare,NOT,M,5,8.5,1.0,BUR,True,8.5,274,0,0,0,0,4,0,0,0,0,3,1,0,1,1,0,0,0,1,0,10%,1,90,8.5,0.0
Illia Zabarnyi,BOU,D,5,8.5,1.0,CHE,True,8.5,213,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,7%,1,90,2.5,0.0
Pedro Porro,TOT,D,5,8.0,1.0,SHU,True,8.0,50,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,99%,1,88,8.0,-2.0
Kyle Walker,MCI,D,5,7.5,1.0,WHU,False,7.5,79,0,2,0,0,2,2,0,0,1,1,2,0,0,2,0,0,0,1,0,96%,1,90,7.5,-3.0
Conor Gallagher,CHE,M,5,7.5,1.0,BOU,False,7.5,108,0,1,0,1,0,2,0,0,0,2,1,0,1,1,0,0,0,0,1,77%,1,90,6.5,-1.0
Vitaly Janelt,BRF,M,5,7.5,1.0,NEW,False,7.5,130,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,10%,1,71,7.5,0.0
Thiago Silva,CHE,D,5,7.25,1.0,BOU,False,7.25,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,91%,1,90,1.25,0.0
Joel Veltman,BHA,D,5,7.25,1.0,MUN,False,7.25,217,0,0,0,0,3,0,0,0,0,1,5,1,2,1,0,0,0,1,0,25%,1,90,7.25,-2.0
Reece Burke,LUT,D,5,7.25,1.0,FUL,False,7.25,241,0,0,0,0,2,1,0,0,0,0,3,0,2,5,0,0,0,1,0,3%,1,80,7.25,-2.5
Luis Diaz,LIV,F,5,7.0,0.0,WOL,False,7.0,86,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100%,1,45,7.0,-0.5
Elliot Anderson,NEW,M,5,7.0,1.0,BRF,True,7.0,110,0,0,0,0,2,1,0,0,0,0,1,3,0,3,0,0,0,0,1,28%,1,90,6.0,-0.5
Ivan Perisic,TOT,M,5,7.0,0.0,SHU,True,7.0,194,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,23%,1,9,1.0,-2.0
Jean-Philippe Mateta,CRY,F,5,7.0,0.0,AVL,False,7.0,179,0,1,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,3,0,8%,1,64,1.0,-2.0
Idrissa Gueye,EVE,M,5,7.0,1.0,ARS,True,7.0,171,0,1,0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,1,0,7%,1,90,7.0,-1.0
James Tarkowski,EVE,D,5,6.75,1.0,ARS,True,6.75,57,0,0,0,0,1,0,0,0,0,1,3,0,3,3,0,0,0,1,0,93%,1,90,6.75,-2.0
Mads Roerslev,BRF,D,5,6.75,0.0,NEW,False,6.75,249,0,2,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,4%,1,47,6.75,-2.0
Bruno Fernandes,MUN,M,5,6.5,1.0,BHA,True,6.5,14,0,2,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,3,0,100%,1,90,6.5,-2.5
Phil Foden,MCI,M,5,6.5,1.0,WHU,False,6.5,17,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100%,1,66,6.5,-0.5
Raheem Sterling,CHE,F,5,6.5,1.0,BOU,False,6.5,52,0,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,100%,1,90,6.5,-2.5
Ruben Dias,MCI,D,5,6.5,1.0,WHU,False,6.5,176,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,96%,1,90,6.5,-2.0
Philip Billing,BOU,M,5,6.5,1.0,CHE,True,6.5,107,0,1,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0,1,72%,1,90,5.5,0.0
Luca Koleosho,BUR,F,5,6.5,1.0,NOT,False,6.5,136,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,26%,1,75,6.5,-1.5
Mario Lemina,WOL,M,5,6.5,1.0,LIV,True,6.5,147,0,0,0,0,4,0,0,0,0,2,1,0,0,1,0,0,0,1,0,12%,1,77,6.5,0.0
Harvey Elliott,LIV,M,5,6.5,0.0,WOL,False,6.5,291,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7%,1,33,0.5,-2.0
James Mcatee,SHU,M,5,6.5,1.0,TOT,False,6.5,295,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6%,1,69,5.5,-0.5
Will Hughes,CRY,M,5,6.5,1.0,AVL,False,6.5,222,0,0,0,0,2,1,1,0,0,1,3,2,4,0,0,0,0,3,0,2%,1,90,6.5,-2.5
Ethan Pinnock,BRF,D,5,6.25,1.0,NEW,False,6.25,58,0,1,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,1,0,97%,1,90,6.25,-2.0
Jarell Quansah,LIV,D,5,6.25,1.0,WOL,False,6.25,311,0,0,0,0,3,0,0,0,0,2,5,0,0,2,0,0,0,1,0,2%,1,82,6.25,-2.0
Dominik Szoboszlai,LIV,M,5,6.0,1.0,WOL,False,6.0,26,0,1,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0,1,0,100%,1,90,6.0,-0.5
Bruno Guimaraes,NEW,M,5,6.0,1.0,BRF,True,6.0,34,0,1,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,1,98%,1,90,5.0,-2.5
Tomas Soucek,WHU,M,5,6.0,1.0,MCI,True,6.0,39,0,1,0,0,0,0,1,0,0,0,4,0,3,6,0,0,0,3,0,85%,1,86,6.0,-2.0
Matheus Cunha,WOL,F,5,6.0,1.0,LIV,True,6.0,64,0,0,0,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,57%,1,60,6.0,-0.5
Sean Longstaff,NEW,M,5,6.0,1.0,BRF,True,6.0,82,0,1,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,1,42%,1,90,5.0,-1.0
Fabio Vieira,ARS,M,5,6.0,1.0,EVE,False,6.0,137,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,41%,1,79,5.0,0.0
Dango Ouattara,BOU,F,5,6.0,1.0,CHE,True,6.0,273,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,1,27%,1,62,6.0,0.0
Manuel Akanji,MCI,D,5,5.75,1.0,WHU,False,5.75,106,0,2,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,1,0,97%,1,90,5.75,-2.5
Nelson Semedo,WOL,D,5,5.75,1.0,LIV,True,5.75,195,0,0,0,0,1,2,1,0,3,2,3,6,1,1,0,0,0,3,0,19%,1,90,5.75,-9.0
Jarrad Branthwaite,EVE,D,5,5.75,1.0,ARS,True,5.75,191,0,0,0,0,0,0,0,0,0,2,7,1,2,1,0,0,0,1,0,15%,1,90,5.75,-2.0
Issa Diop,FUL,D,5,5.75,1.0,LUT,True,5.75,220,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,12%,1,90,-0.25,-2.5
Cristian Romero,TOT,D,5,5.5,1.0,SHU,True,5.5,45,0,1,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,1,0,90%,1,90,5.5,-2.0
Mykhailo Mudryk,CHE,M,5,5.5,1.0,BOU,False,5.5,214,0,2,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,79%,1,62,4.5,-2.5
Anthony Elanga,NOT,F,5,5.5,1.0,BUR,True,5.5,103,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,44%,1,90,5.5,-1.0
Lyle Foster,BUR,F,5,5.5,1.0,NOT,False,5.5,144,0,1,1,1,0,1,0,1,0,0,4,1,0,4,0,0,0,1,0,21%,1,88,-0.5,-7.5
Josko Gvardiol,MCI,D,5,5.0,1.0,WHU,False,5.0,141,0,2,0,1,1,2,1,0,1,0,0,1,0,1,0,0,0,1,0,82%,1,88,5.0,-5.0
Cole Palmer,CHE,M,5,5.0,0.0,BOU,False,5.0,284,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44%,1,26,5.0,0.0
Nayef Aguerd,WHU,D,5,5.0,1.0,MCI,True,5.0,105,0,0,0,0,0,0,0,0,0,3,8,0,4,2,0,0,0,3,0,32%,1,90,5.0,-6.0
Lesley Ugochukwu,CHE,F,5,5.0,1.0,BOU,False,5.0,301,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2%,1,90,5.0,0.0
Joel Matip,LIV,D,5,4.75,1.0,WOL,False,4.75,189,0,0,0,0,1,1,0,0,0,2,5,0,1,2,0,0,0,1,0,22%,1,90,4.75,-2.5
Tom Lockyer,LUT,D,5,4.75,1.0,FUL,False,4.75,210,0,0,0,0,1,0,0,0,0,2,3,1,0,2,0,0,0,1,0,19%,1,90,4.75,-2.0
Vitalii Mykolenko,EVE,D,5,4.75,1.0,ARS,True,4.75,215,0,0,0,0,4,0,0,0,0,1,3,0,1,0,0,0,0,1,0,12%,1,90,4.75,-2.0
Enzo Fernandez,CHE,M,5,4.5,1.0,BOU,False,4.5,134,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,96%,1,80,3.5,0.0
Dominic Solanke,BOU,F,5,4.5,1.0,CHE,True,4.5,36,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,1,94%,1,90,4.5,-1.0
Harry Wilson,FUL,M,5,4.5,1.0,LUT,True,4.5,198,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48%,1,80,3.5,-0.5
Lisandro Martinez,MUN,D,5,4.5,1.0,BHA,True,4.5,363,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,48%,1,84,-2.5,-6.5
Joao Palhinha,FUL,M,5,4.5,1.0,LUT,True,4.5,207,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,1,47%,1,90,3.5,-0.5
Ezri Konsa,AVL,D,5,4.5,1.0,CRY,True,4.5,192,0,0,0,0,1,0,0,0,0,1,2,0,1,3,0,0,0,1,0,19%,1,90,4.5,-2.0
Jean-Ricner Bellegarde,WOL,M,5,4.5,1.0,LIV,True,4.5,424,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,6%,1,76,4.5,0.0
Mads Andersen,LUT,D,5,4.5,1.0,FUL,False,4.5,174,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,1,0,4%,1,90,4.5,-2.0
Rayan Ait-Nouri,WOL,D,5,4.5,1.0,LIV,True,4.5,250,0,0,0,0,2,1,0,0,0,2,4,1,1,0,0,0,0,1,0,3%,1,64,4.5,-2.5
Adam Lallana,BHA,M,5,4.5,1.0,MUN,False,4.5,317,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1%,1,63,3.5,-0.5
Ibrahima Konate,LIV,D,5,4.25,0.0,WOL,False,4.25,260,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,68%,1,6,4.25,0.0
Dominic Calvert-Lewin,EVE,F,5,4.0,0.0,ARS,True,4.0,156,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,72%,1,23,4.0,0.0
Ansu Fati,BHA,F,5,4.0,0.0,MUN,False,4.0,246,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70%,1,25,4.0,0.0
Josh Brownhill,BUR,M,5,4.0,1.0,NOT,False,4.0,169,0,0,0,0,2,1,0,0,0,2,2,0,0,1,0,0,0,1,0,57%,1,90,4.0,-0.5
Harvey Barnes,NEW,M,5,4.0,1.0,BRF,True,4.0,193,0,0,0,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,1,53%,1,82,3.0,-1.5
Arnaut Danjuma Groeneveld,EVE,F,5,4.0,1.0,ARS,True,4.0,150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36%,1,90,4.0,0.0
Justin Kluivert,BOU,M,5,4.0,0.0,CHE,True,4.0,229,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25%,1,26,4.0,0.0
Josh Cullen,BUR,M,5,4.0,1.0,NOT,False,4.0,177,0,0,0,0,1,0,1,0,0,1,3,0,2,4,0,0,0,1,0,14%,1,90,4.0,-2.0
Oliver Norwood,SHU,M,5,4.0,0.0,TOT,False,4.0,166,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,14%,1,19,4.0,0.0
Sander Berge,BUR,M,5,4.0,0.0,NOT,False,4.0,225,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,6%,1,25,4.0,0.0
Nathan Patterson,EVE,D,5,4.0,0.0,ARS,True,4.0,218,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5%,1,2,4.0,0.0
Ola Aina,NOT,D,5,4.0,1.0,BUR,True,4.0,293,0,1,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,1,0,2%,1,90,4.0,-2.0
Keane Lewis-Potter,BRF,F,5,4.0,0.0,NEW,False,4.0,300,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2%,1,7,4.0,0.0
Casemiro,MUN,M,5,3.5,1.0,BHA,True,3.5,71,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,98%,1,63,3.5,-0.5
Diogo Jota,LIV,F,5,3.5,1.0,WOL,False,3.5,91,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,98%,1,55,3.5,-0.5
